70162,7019
71246,7019
71246,7085
72584,7085
72584,8536
73180,8536
73180,8354
74687,8354
74687,9207
75599,9207
75599,10365
76295,10365
76295,10773
77481,10773
77481,11561
78407,11561
78407,12061
79553,12061
79553,13126
80254,13126
80254,13651
81398,13651
81398,14493
82277,14493
82277,15352
83137,15352
83137,16513
83692,16513
83692,17275
84638,17275
84638,18009
85627,18009
85627,18593
86811,18593
86811,20037
86976,20037
86976,20904
87827,20904
87827,21941
88456,21941
88456,22443
89850,22443
89850,23883
89893,23883
89893,24757
90775,24757
90775,25729
91520,25729
91520,26667
92341,26667
92341,28037
92360,28037
92360,29019
93104,29019
93104,30236
93362,30236
93362,31114
94382,31114
94382,32272
94776,32272
94776,33475
95040,33475
95040,34455
95935,34455
95935,35867
95532,35867
95532,37050
95787,37050
95787,38050
96740,38050
96740,39200
97196,39200
97196,40464
97133,40464
97133,41619
97598,41619
97598,42911
97235,42911
97235,44042
97950,44042
97950,45318
97482,45318
97482,46521
97607,46521
97607,47707
98113,47707
98113,48923
98307,48923
98307,50148
